ProfileId,CarName,MakeId,RootId,ModelId,VersionId,Url,FrontImagePath,InquiryId,Seller,PhotoCount,Price,PriceNumeric,Km,KmNumeric,MakeYear,MakeMonth,MakeName,RootName,ModelName,VersionName,MaskingName,Color,Fuel,AdditionalFuel,GearBox,SellerNote,VideoCount,OfferStartDate,OfferEndDate,LastUpdatedOn,AreaName,CityName,CityId,StateName,CertifiedLogoUrl,NoOfOwners,OwnerTypeId,IsPremium,IsHotDeal,Emi,EmiFormatted,FinanceUrlText,AbsureWarranty,AbsureScore,FinanceUrl,MakeMapping,RootMapping,ApiFlag,SortScore,MaskingNumber,SellerName,SellerContact,HostUrl,OriginalImgPath,CertificationId,InspectionText,HasWarranty,DealerQuickBloxId,SubSegmentID,VersionSubSegmentID,BodyStyleId,NBCityStripId,DeliveryText,DeliveryCity,NearbyCityText,IsPremiumPackage,IsNearbyCityListing,CertificationScore,Responses,IsEligibleForFinance,ResponsesText,MfgDate,ValuationUrl
D1483840,Toyota Fortuner 3.0 4x2 MT,17,135,245,2369,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1483840/,,1483840,Dealer,9,17.50L,1750000,"85,935",85935,2013,8,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 MT,fortuner-2012-2016,White,Diesel,,Manual,GOOD,0,,,7 day(s) ago,Ashok Nagar,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,True,False,38963.0,"₹ 38,963",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1483840/step1?makeid=17&modelid=245&mfgyear=2013&cityid=176&price=1750000&owner=1&mfgmonth=8,17~Toyota,135~Fortuner~17~False,,18.7276000976562,,Aara Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/ML8FFGN_1208789_1_9185579.jpeg,600,,False,-1,10,10,6,,,0,,True,False,3.8,1,True,,2013-08-01T00:00:00,/used/valuation/report/?car=2369&year=2013&city=176&askingPrice=1750000&owner=1
D1476667,Toyota Etios Liva V,17,188,766,2166,/used/cars-in-chennai/toyota-etios-liva-2011-2013-d1476667/,,1476667,Dealer,9,3.30L,330000,"60,129",60129,2011,11,Toyota,Etios Liva,Etios Liva [2011-2013],V,etios-liva-2011-2013,Black,Petrol,,Manual,,0,,,3 day(s) ago,Koyambedu,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,7807.0,"₹ 7,807",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1476667/step1?makeid=17&modelid=766&mfgyear=2011&cityid=176&price=330000&owner=1&mfgmonth=11,17~Toyota,188~Etios Liva~17~False,,16.7707004547119,,Venture Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/5WI5MDH_1201372_1_9109843.jpeg,600,,False,-1,4,4,3,,,0,,False,False,3.8,4,True,,2011-11-01T00:00:00,/used/valuation/report/?car=2166&year=2011&city=176&askingPrice=330000&owner=1
D1482603,Toyota Innova 2.5 VX 8 STR BS-III,17,172,768,2402,/used/cars-in-chennai/toyota-innova-2012-2013-d1482603/,,1482603,Dealer,9,14.25L,1425000,"53,083",53083,2013,6,Toyota,Innova,Innova [2012-2013],2.5 VX 8 STR BS-III,innova-2012-2013,Silver,Diesel,,Manual,Good,0,,,10 day(s) ago,Tiruvanmiyur,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,28816.0,"₹ 28,816",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482603/step1?makeid=17&modelid=768&mfgyear=2013&cityid=176&price=1425000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.760799407959,,Lanson Q Cars Pvt Ltd,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/QC94VRI_1207476_1_9172378.jpeg,0,,False,-1,7,7,6,,,0,,False,False,,1,True,,2013-06-01T00:00:00,/used/valuation/report/?car=2402&year=2013&city=176&askingPrice=1425000&owner=1
D1482606,Toyota Innova 2.5 VX 7 STR BS-III,17,172,59,3180,/used/cars-in-chennai/toyota-innova-2013-2014-d1482606/,,1482606,Dealer,8,15.25L,1525000,"57,497",57497,2014,6,Toyota,Innova,Innova [2013-2014],2.5 VX 7 STR BS-III,innova-2013-2014,Silver,Diesel,,Manual,Good,0,,,10 day(s) ago,Tiruvanmiyur,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,30838.0,"₹ 30,838",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482606/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1525000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.7579002380371,,Lanson Q Cars Pvt Ltd,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/DEAXRCL_1207480_1_9172447.jpeg,0,,False,-1,7,7,6,,,0,,False,False,,0,True,,2014-06-01T00:00:00,/used/valuation/report/?car=3180&year=2014&city=176&askingPrice=1525000&owner=1
D1478125,Toyota Innova 2.5 VX 7 STR BS-III,17,172,59,3180,/used/cars-in-chennai/toyota-innova-2013-2014-d1478125/,,1478125,Dealer,9,15L,1500000,"41,793",41793,2014,1,Toyota,Innova,Innova [2013-2014],2.5 VX 7 STR BS-III,innova-2013-2014,Grey,Diesel,,Manual,,0,,,12 day(s) ago,Tiruverkadu,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,30332.0,"₹ 30,332",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1478125/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1500000&owner=1&mfgmonth=1,17~Toyota,172~Innova~17~False,,16.7602996826172,,Harsha Toyota ,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/DRN7OUO_1202695_1_9123655.jpeg,600,,False,-1,7,7,6,,,0,,False,False,3.8,1,True,,2014-01-01T00:00:00,/used/valuation/report/?car=3180&year=2014&city=176&askingPrice=1500000&owner=1
D1470012,Toyota Etios GD,17,122,765,2247,/used/cars-in-chennai/toyota-etios-2010-2013-d1470012/,,1470012,Dealer,9,5.50L,550000,"73,236",73236,2012,2,Toyota,Etios,Etios [2010-2013],GD,etios-2010-2013,Red,Diesel,,Manual,GOOD,0,,,22 day(s) ago,Nandanam,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,11122.0,"₹ 11,122",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1470012/step1?makeid=17&modelid=765&mfgyear=2012&cityid=176&price=550000&owner=1&mfgmonth=2,17~Toyota,122~Etios~17~False,,16.7628002166748,,Royal Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/J1LBG4I_1194109_1_9038932.jpeg,600,,False,-1,4,5,1,,,0,,False,False,4.0,7,True,,2012-02-01T00:00:00,/used/valuation/report/?car=2247&year=2012&city=176&askingPrice=550000&owner=1
D1487313,Toyota Innova 2.5 VX BS III 7 STR,17,172,863,3879,/used/cars-in-chennai/toyota-innova-2015-2016-d1487313/,,1487313,Dealer,9,15.20L,1520000,"57,000",57000,2014,6,Toyota,Innova,Innova [2015-2016],2.5 VX BS III 7 STR,innova-2015-2016,Gold,Diesel,,Manual,good,0,,,2 day(s) ago,Nandanam,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,30737.0,"₹ 30,737",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1487313/step1?makeid=17&modelid=863&mfgyear=2014&cityid=176&price=1520000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.7549991607666,,Bharanis First Choice,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/5RJARKC_1212575_1_9224297.jpeg,0,,False,-1,7,7,6,,,0,,False,False,,1,True,,2014-06-01T00:00:00,/used/valuation/report/?car=3879&year=2014&city=176&askingPrice=1520000&owner=1
D1482598,Toyota Corolla Altis 1.8 VL AT,17,353,764,1425,/used/cars-in-chennai/toyota-corolla-altis-2008-2011-d1482598/,,1482598,Dealer,8,5.25L,525000,"76,176",76176,2009,6,Toyota,Corolla Altis,Corolla Altis [2008-2011],1.8 VL AT,corolla-altis-2008-2011,White,Petrol,,Automatic,Good,0,,,10 day(s) ago,Tiruvanmiyur,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,22910.0,"₹ 22,910",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482598/step1?makeid=17&modelid=764&mfgyear=2009&cityid=176&price=525000&owner=1&mfgmonth=6,17~Toyota,353~Corolla Altis~17~False,,16.762300491333,,Lanson Q Cars Pvt Ltd,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/G2JCN6M_1207471_1_9172364.jpeg,0,,False,-1,7,8,1,,,0,,False,False,,1,True,,2009-06-01T00:00:00,/used/valuation/report/?car=1425&year=2009&city=176&askingPrice=525000&owner=1
D1458390,Toyota Fortuner 3.0 4x2 MT,17,135,245,2369,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1458390/,,1458390,Dealer,9,22.50L,2250000,"44,143",44143,2014,2,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 MT,fortuner-2012-2016,Beige,Diesel,,Manual,,0,,,1 month(s) ago,Koyambedu,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,42822.0,"₹ 42,822",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1458390/step1?makeid=17&modelid=245&mfgyear=2014&cityid=176&price=2250000&owner=1&mfgmonth=2,17~Toyota,135~Fortuner~17~False,,16.7509994506836,,V Murugancars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/4LNCLWR_1181347_1_8909452.jpeg,600,,False,-1,10,10,6,,,0,,False,False,3.9,3,True,,2014-02-01T00:00:00,/used/valuation/report/?car=2369&year=2014&city=176&askingPrice=2250000&owner=1
D1482596,Toyota Fortuner 3.0 4x2 MT,17,135,245,2369,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1482596/,,1482596,Dealer,6,19L,1900000,"69,267",69267,2014,6,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 MT,fortuner-2012-2016,Gold,Diesel,,Manual,Good,0,,,10 day(s) ago,Tiruvanmiyur,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,36161.0,"₹ 36,161",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482596/step1?makeid=17&modelid=245&mfgyear=2014&cityid=176&price=1900000&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,16.7490005493164,,Lanson Q Cars Pvt Ltd,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/0UABQ0V_1207469_1_9172496.jpeg,0,,False,-1,10,10,6,,,0,,False,False,,2,True,,2014-06-01T00:00:00,/used/valuation/report/?car=2369&year=2014&city=176&askingPrice=1900000&owner=1
D1488163,Toyota Corolla Altis 1.8 G,17,353,764,1423,/used/cars-in-chennai/toyota-corolla-altis-2008-2011-d1488163/,,1488163,Dealer,9,3.30L,330000,"1,01,911",101911,2008,9,Toyota,Corolla Altis,Corolla Altis [2008-2011],1.8 G,corolla-altis-2008-2011,White,Petrol,,Manual,,0,,,1 day(s) ago,Tiruverkadu,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,0.0,,,,0,,17~Toyota,353~Corolla Altis~17~False,,16.7506999969482,,Harsha Toyota ,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/JKTB2E1_1213533_1_9233045.jpeg,600,,False,-1,7,8,1,,,0,,False,False,4.0,0,False,,2008-09-01T00:00:00,/used/valuation/report/?car=1423&year=2008&city=176&askingPrice=330000&owner=1
D1488165,Toyota Innova 2.5 VX BS IV 8 STR,17,172,863,3867,/used/cars-in-chennai/toyota-innova-2015-2016-d1488165/,,1488165,Dealer,9,14.75L,1475000,"80,936",80936,2014,3,Toyota,Innova,Innova [2015-2016],2.5 VX BS IV 8 STR,innova-2015-2016,Gold,Diesel,,Manual,,0,,,1 day(s) ago,Tiruverkadu,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,29827.0,"₹ 29,827",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1488165/step1?makeid=17&modelid=863&mfgyear=2014&cityid=176&price=1475000&owner=1&mfgmonth=3,17~Toyota,172~Innova~17~False,,16.7455005645752,,Harsha Toyota ,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/DN7J92L_1213535_1_9233103.jpeg,600,,False,-1,7,7,6,,,0,,False,False,4.0,0,True,,2014-03-01T00:00:00,/used/valuation/report/?car=3867&year=2014&city=176&askingPrice=1475000&owner=1
D1476432,Toyota Fortuner 3.0 4x2 AT,17,135,245,2787,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1476432/,,1476432,Dealer,9,24.50L,2450000,"34,038",34038,2014,10,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 AT,fortuner-2012-2016,White,Diesel,,Automatic,,0,,,17 day(s) ago,Koyambedu,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,46628.0,"₹ 46,628",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1476432/step1?makeid=17&modelid=245&mfgyear=2014&cityid=176&price=2450000&owner=1&mfgmonth=10,17~Toyota,135~Fortuner~17~False,,16.7525997161865,,V Murugancars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/SNFOSG6_1201119_1_9106864.jpeg,600,,False,-1,10,10,6,,,0,,False,False,4.0,2,True,,2014-10-01T00:00:00,/used/valuation/report/?car=2787&year=2014&city=176&askingPrice=2450000&owner=1
D1478146,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1478146/,,1478146,Dealer,6,12.20L,1220000,"87,781",87781,2014,6,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Grey,Diesel,,Manual,,0,,,14 day(s) ago,Tiruverkadu,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,24670.0,"₹ 24,670",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1478146/step1?makeid=17&modelid=770&mfgyear=2014&cityid=176&price=1220000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.7458000183105,,Harsha Toyota ,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/WIIC76P_1202726_1_9134652.jpg,0,,False,-1,1,6,6,,,0,,False,False,,7,True,,2014-06-01T00:00:00,/used/valuation/report/?car=688&year=2014&city=176&askingPrice=1220000&owner=1
D1482609,Toyota Innova 2.5 VX 7 STR BS-III,17,172,59,3180,/used/cars-in-chennai/toyota-innova-2013-2014-d1482609/,,1482609,Dealer,9,14.25L,1425000,"1,09,660",109660,2014,6,Toyota,Innova,Innova [2013-2014],2.5 VX 7 STR BS-III,innova-2013-2014,Silver,Diesel,,Manual,Good,0,,,10 day(s) ago,Tiruvanmiyur,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,28816.0,"₹ 28,816",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482609/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1425000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.738899230957,,Lanson Q Cars Pvt Ltd,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/3L0CTR6_1207483_1_9172394.jpeg,0,,False,-1,7,7,6,,,0,,False,False,,0,True,,2014-06-01T00:00:00,/used/valuation/report/?car=3180&year=2014&city=176&askingPrice=1425000&owner=1
D1476801,Toyota Innova 2.5 G3,17,172,770,166,/used/cars-in-chennai/toyota-innova-2005-2009-d1476801/,,1476801,Dealer,9,7.25L,725000,"1,39,297",139297,2010,6,Toyota,Innova,Innova [2005-2009],2.5 G3,innova-2005-2009,Gold,Diesel,,Manual,"Duplicate RC, Good Condition",0,,,14 day(s) ago,Nandanam,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,22619.0,"₹ 22,619",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1476801/step1?makeid=17&modelid=770&mfgyear=2010&cityid=176&price=725000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.7353000640869,,Royal Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/2MK41NP_1201515_1_9111683.jpeg,0,,False,-1,1,1,6,,,0,,False,False,,9,True,,2010-06-01T00:00:00,/used/valuation/report/?car=166&year=2010&city=176&askingPrice=725000&owner=1
D1482608,Toyota Innova 2.5 VX 7 STR BS-III,17,172,59,3180,/used/cars-in-chennai/toyota-innova-2013-2014-d1482608/,,1482608,Dealer,5,15.25L,1525000,"54,482",54482,2014,6,Toyota,Innova,Innova [2013-2014],2.5 VX 7 STR BS-III,innova-2013-2014,Silver,Diesel,,Manual,Good,0,,,10 day(s) ago,Tiruvanmiyur,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,30838.0,"₹ 30,838",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1482608/step1?makeid=17&modelid=59&mfgyear=2014&cityid=176&price=1525000&owner=1&mfgmonth=6,17~Toyota,172~Innova~17~False,,16.7294006347656,,Lanson Q Cars Pvt Ltd,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/1AOXQPS_1207481_1_9172477.jpeg,0,,False,-1,7,7,6,,,0,,False,False,,0,True,,2014-06-01T00:00:00,/used/valuation/report/?car=3180&year=2014&city=176&askingPrice=1525000&owner=1
D1486422,Toyota Fortuner 3.0 4x2 AT,17,135,245,2787,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1486422/,,1486422,Dealer,9,17.50L,1749999,"1,30,000",130000,2013,6,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 AT,fortuner-2012-2016,White,Diesel,,Automatic,very good,0,,,2 day(s) ago,Shanmugapuram,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,38963.0,"₹ 38,963",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1486422/step1?makeid=17&modelid=245&mfgyear=2013&cityid=176&price=1749999&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,16.7268009185791,,Family Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/Q54YDHN_1211603_1_9214167.jpeg,0,,False,-1,10,10,6,,,0,,False,False,,0,True,,2013-06-01T00:00:00,/used/valuation/report/?car=2787&year=2013&city=176&askingPrice=1749999&owner=1
D1467959,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1467959/,,1467959,Dealer,9,6.50L,650000,"1,50,000",150000,2006,6,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Gold,Diesel,,Manual,Good Condition,0,,,28 day(s) ago,Koyambedu,Chennai,176,Tamil Nadu,,Second Owner ,2,False,False,0.0,,,,0,,17~Toyota,172~Innova~17~False,,16.7287998199463,,V Murugancars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/V7TEH45_1191861_1_9014871.jpeg,0,,False,-1,1,6,6,,,0,,False,False,,9,False,,2006-06-01T00:00:00,/used/valuation/report/?car=688&year=2006&city=176&askingPrice=650000&owner=2
D1483965,Toyota Corolla Altis VL AT Petrol,17,353,577,3351,/used/cars-in-chennai/toyota-corolla-altis-2014-2017-d1483965/,,1483965,Dealer,9,13.75L,1375000,"38,000",38000,2015,6,Toyota,Corolla Altis,Corolla Altis [2014-2017],VL AT Petrol,corolla-altis-2014-2017,White,Petrol,,Automatic,showroom condition,0,,,7 day(s) ago,Annanagar,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,27804.0,"₹ 27,804",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1483965/step1?makeid=17&modelid=577&mfgyear=2015&cityid=176&price=1375000&owner=1&mfgmonth=6,17~Toyota,353~Corolla Altis~17~False,,15.7652997970581,,New Zain Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/J4TAAHY_1208927_1_9186797.jpeg,0,,False,-1,8,9,1,,,0,,False,False,,1,True,,2015-06-01T00:00:00,/used/valuation/report/?car=3351&year=2015&city=176&askingPrice=1375000&owner=1
D1469515,Toyota Etios Liva GD,17,188,766,2249,/used/cars-in-chennai/toyota-etios-liva-2011-2013-d1469515/,,1469515,Dealer,8,3.50L,350000,"63,000",63000,2011,6,Toyota,Etios Liva,Etios Liva [2011-2013],GD,etios-liva-2011-2013,Blue,Diesel,,Manual,"Very Good Condition, Finance Available & Test Drive Available",0,,,25 day(s) ago,Kolathur-Cpt,Chennai,176,Tamil Nadu,,Second Owner ,2,False,False,8280.0,"₹ 8,280",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1469515/step1?makeid=17&modelid=766&mfgyear=2011&cityid=176&price=350000&owner=2&mfgmonth=6,17~Toyota,188~Etios Liva~17~False,,15.766900062561,,Jayam Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/HJP7AHN_1193580_1_9033533.jpg,0,,False,-1,4,4,3,,,0,,False,False,,5,True,,2011-06-01T00:00:00,/used/valuation/report/?car=2249&year=2011&city=176&askingPrice=350000&owner=2
D1444560,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1444560/,,1444560,Dealer,9,9.75L,975000,"95,230",95230,2009,10,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Beige,Diesel,,Manual,,0,,,2 month(s) ago,Kolathur-Cpt,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,42547.0,"₹ 42,547",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1444560/step1?makeid=17&modelid=770&mfgyear=2009&cityid=176&price=975000&owner=1&mfgmonth=10,17~Toyota,172~Innova~17~False,,15.7486000061035,,Car Selections,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/ITA8K9F_1161756_1_8720260.jpeg,600,,False,-1,1,6,6,176,,0,,False,False,3.8,3,True,,2009-10-01T00:00:00,/used/valuation/report/?car=688&year=2009&city=176&askingPrice=975000&owner=1
D1473263,Toyota Fortuner 3.0 4x2 AT,17,135,245,2787,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1473263/,,1473263,Dealer,9,19.50L,1950000,"54,903",54903,2012,10,Toyota,Fortuner,Fortuner [2012-2016],3.0 4x2 AT,fortuner-2012-2016,White,Diesel,,Automatic,GOOD,0,,,6 day(s) ago,Adyar,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,True,False,57458.0,"₹ 57,458",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1473263/step1?makeid=17&modelid=245&mfgyear=2012&cityid=176&price=1950000&owner=1&mfgmonth=10,17~Toyota,135~Fortuner~17~False,,18.7227001190186,,A and S Pre Owned Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/TIRM7X1_1197651_1_9096154.jpeg,600,,False,-1,10,10,6,,,0,,True,False,4.2,5,True,,2012-10-01T00:00:00,/used/valuation/report/?car=2787&year=2012&city=176&askingPrice=1950000&owner=1
D1478258,Toyota Fortuner 2.5 Sportivo 4x2 AT,17,135,245,3883,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1478258/,,1478258,Dealer,6,17.50L,1750000,"1,06,204",106204,2013,6,Toyota,Fortuner,Fortuner [2012-2016],2.5 Sportivo 4x2 AT,fortuner-2012-2016,White,Diesel,,Automatic,good condition,0,,,13 day(s) ago,Ashok Nagar,Chennai,176,Tamil Nadu,,First Owner ,1,True,False,38963.0,"₹ 38,963",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1478258/step1?makeid=17&modelid=245&mfgyear=2013&cityid=176&price=1750000&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,18.719799041748,,Aara Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/LFX5EEF_1202848_1_9125074.jpeg,0,,False,-1,10,10,6,,,0,,True,False,,7,True,,2013-06-01T00:00:00,/used/valuation/report/?car=3883&year=2013&city=176&askingPrice=1750000&owner=1
D1444560,Toyota Innova 2.5 V 7 STR,17,172,770,688,/used/cars-in-chennai/toyota-innova-2005-2009-d1444560/,,1444560,Dealer,9,9.75L,975000,"95,230",95230,2009,10,Toyota,Innova,Innova [2005-2009],2.5 V 7 STR,innova-2005-2009,Beige,Diesel,,Manual,,0,,,2 month(s) ago,Kolathur-Cpt,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,First Owner ,1,False,False,42547.0,"₹ 42,547",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1444560/step1?makeid=17&modelid=770&mfgyear=2009&cityid=176&price=975000&owner=1&mfgmonth=10,17~Toyota,172~Innova~17~False,,15.7486000061035,,Car Selections,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/ITA8K9F_1161756_1_8720260.jpeg,600,,False,-1,1,6,6,,,0,,False,False,3.8,3,True,,2009-10-01T00:00:00,/used/valuation/report/?car=688&year=2009&city=176&askingPrice=975000&owner=1
D1430656,Toyota Fortuner 4x4 MT Limited Edition,17,135,245,3139,/used/cars-in-chennai/toyota-fortuner-2012-2016-d1430656/,,1430656,Dealer,7,13.75L,1375000,"1,10,000",110000,2011,6,Toyota,Fortuner,Fortuner [2012-2016],4x4 MT Limited Edition,fortuner-2012-2016,White,Diesel,,Manual,Excellent Condition,0,,,1 month(s) ago,Annanagar,Chennai,176,Tamil Nadu,,First Owner ,1,False,False,56669.0,"₹ 56,669",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1430656/step1?makeid=17&modelid=245&mfgyear=2011&cityid=176&price=1375000&owner=1&mfgmonth=6,17~Toyota,135~Fortuner~17~False,,15.7375001907349,,New Zain Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/79JEH5K_1150837_1_8618272.jpeg,0,,False,-1,10,10,6,,,0,,False,False,,20,True,,2011-06-01T00:00:00,/used/valuation/report/?car=3139&year=2011&city=176&askingPrice=1375000&owner=1
D1485404,Toyota Corolla Altis G Diesel,17,353,214,3478,/used/cars-in-chennai/toyota-corolla-altis-2011-2014-d1485404/,,1485404,Dealer,9,7.90L,790000,"42,593",42593,2013,7,Toyota,Corolla Altis,Corolla Altis [2011-2014],G Diesel,corolla-altis-2011-2014,Gold,Diesel,,Manual,Good,0,,,4 day(s) ago,Adambakkam,Chennai,176,Tamil Nadu,/AutoBiz/Certifications/,Second Owner ,2,False,False,15975.0,"₹ 15,975",Get Instant Loan Approval,,0,https://www.cartrade.com/used-car-finance-cw/D1485404/step1?makeid=17&modelid=214&mfgyear=2013&cityid=176&price=790000&owner=2&mfgmonth=7,17~Toyota,353~Corolla Altis~17~False,,11.7546997070312,,Sakthi Cars,,https://imgd.aeplcdn.com/,/cw/ucp/stockApiImg/96FGFXU_1209038_1_9188222.jpeg,600,,False,-1,8,8,1,,,0,,True,False,4.0,4,True,,2013-07-01T00:00:00,/used/valuation/report/?car=3478&year=2013&city=176&askingPrice=790000&owner=2
